,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1574,1575.0,20.0,RL,83.0,11980,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5.0,1987.0,1987.0,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,Ex,Y,SBrkr,1433,0,0.0,1433,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,2.0,TA,Attchd,1987.0,RFn,2.0,528.0,Gd,Gd,Y,0.0,278.0,0.0,0.0,266.0,0.0,,MnPrv,,0.0,6.0,2010.0,WD,Normal,156800.0
1575,1576.0,60.0,RL,87.0,xksax12361,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,Ex,Y,SBrkr,964,xksax838,0.0,1802,0.0,1.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,450.0,92.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,183000.0
1576,1577.0,20.0,RL,64.0,7360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2010.0,2010.0,Gable,CompShg,VinylSd,VinylSd,Stone,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1198.0,1222.0,GasA,Ex,Y,SBrkr,1222,0,0.0,1222,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2009.0,RFn,2.0,615.0,TA,TA,Y,0.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,157600.0
1577,1578.0,50.0,RL,82.0,14235,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8.0,1900.0,1993.0,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,TA,Y,SBrkr,831,614,0.0,1445,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1957.0,Unf,2.0,484.0,TA,TA,N,0.0,59.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,184400.0
1578,1579.0,85.0,RL,82.0,11105,Pave,6429,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5.0,1996.0,1996.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Fa,Av,GLQ,870.0,Unf,0.0,0.0,870.0,GasA,Gd,Y,SBrkr,965,0,0.0,965,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Attchd,1998.0,Unf,2.0,580.0,Gd,TA,Y,71.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,7.0,2010.0,WD,Normal,169400.0
1579,1580.0,60.0,RL,,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,None,xksax0.0,TA,TA,PConc,Gd,TA,No,ALQ,353.0,Unf,0.0,525.0,878.0,GasA,Ex,Y,SBrkr,xksax892,800,0.0,1692,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1997.0,RFn,2.0,513.0,TA,TA,Y,0.0,39.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,175900.0
1580,1581.0,20.0,RL,38.0,15240,Pave,,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8.0,1977.0,2004.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,198.0,Rec,688.0,140.0,1026.0,GasA,Ex,Y,SBrkr,1026,0,0.0,1026,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,,Attchd,1977.0,Unf,1.0,308.0,TA,TA,Y,316.0,85.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2010.0,WD,Normal,189700.0
1581,1582.0,20.0,RL,xksax68.0,7480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2126,5,6.0,1972.0,1972.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,480.0,Unf,0.0,396.0,876.0,GasA,TA,Y,SBrkr,876,0,0.0,876,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2010.0,WD,Normal,174500.0
1582,1583.0,20.0,RL,80.0,10389,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2003.0,2003.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,GasA,Ex,Y,SBrkr,1978,xksax0,0.0,1978,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,TA,Y,188.0,25.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,179100.0
1583,1584.0,60.0,RL,75.0,9375,Pave,7601,6859,Lvl,4007,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1040.0,xksax1040.0,GasA,Ex,Y,SBrkr,1044,1054,0.0,2098,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,621.0,TA,TA,Y,331.0,38.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,189200.0
1584,1585.0,120.0,RM,,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1994,1Story,6,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,672.0,Unf,0.0,176.0,848.0,GasA,Ex,Y,SBrkr,848,0,0.0,848,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,0.0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,139700.0
1585,1586.0,30.0,5832,67.0,8777,Pave,5716,2018,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6.0,1945.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,640,0,0.0,640,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Min1,0.0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,ConLD,Normal,161500.0
1586,1587.0,20.0,RL,68.0,8842,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6.0,1954.0,1954.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,381.0,xksax381.0,GasA,Ex,Y,SBrkr,992,0,0.0,992,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1954.0,Unf,1.0,319.0,TA,TA,Y,60.0,0.0,56.0,0.0,0.0,0.0,,MnPrv,,0.0,1.0,2010.0,Oth,Abnorml,171600.0
1587,1588.0,20.0,RL,60.0,10044,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6.0,1968.0,1968.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196,0,0.0,1196,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257.0,0.0,168.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2010.0,WD,Normal,179500.0
1588,1589.0,50.0,RL,89.0,xksax11792,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5.0,1948.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,xksax0.0,744.0,744.0,GasA,Ex,N,FuseF,792,328,0.0,1120,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,0.0,,Detchd,1956.0,Unf,2.0,480.0,TA,Fa,P,0.0,0.0,0.0,0.0,160.0,0.0,,,,0.0,6.0,2010.0,WD,Abnorml,169700.0
1589,1590.0,80.0,RL,65.0,6305,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6.0,1975.0,1975.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,xksax528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0.0,1096,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,1975.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,172100.0
1590,1591.0,20.0,RL,xksax64.0,6410,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5.0,1958.0,1958.0,Hip,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0.0,960,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2010.0,WD,Normal,171200.0
1591,1592.0,30.0,RL,67.0,4853,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6.0,1924.0,1999.0,Gable,CompShg,9700,VinylSd,BrkFace,203.0,TA,TA,BrkTil,TA,TA,Mn,Rec,133.0,Unf,0.0,974.0,1107.0,GasA,Fa,N,FuseA,1296,0,0.0,1296,0.0,0.0,2.0,0.0,2.0,1.0,Fa,5.0,Typ,1.0,Gd,Detchd,1979.0,Unf,1.0,260.0,TA,TA,Y,0.0,0.0,36.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2010.0,WD,Normal,154900.0
1592,1593.0,30.0,RL,,7890,Pave,,9423,Lvl,8573,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,6.0,1939.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,238.0,Unf,0.0,618.0,856.0,GasA,TA,Y,SBrkr,xksax856,0,0.0,856,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,1.0,Gd,Detchd,1939.0,Unf,2.0,399.0,TA,TA,Y,0.0,0.0,0.0,0.0,166.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,158700.0
1593,1594.0,90.0,RH,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,4,6.0,1967.0,1967.0,Flat,Tar&Grv,Plywood,CBlock,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,862,1788,0.0,2650,0.0,0.0,3.0,0.0,6.0,2.0,TA,10.0,Min2,0.0,,,,,0.0,xksax0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,Shed,500.0,2.0,2010.0,WD,Normal,209300.0
1594,1595.0,50.0,RL,xksax51.0,xksax9839,4433,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2.0,1931.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Ex,Y,SBrkr,894,xksax772,0.0,1666,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,,,,0.0,0.0,,,N,0.0,156.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,178000.0
1595,1596.0,50.0,RL,78.0,10452,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6.0,1941.0,1985.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,371.0,Gd,Gd,BrkTil,Gd,TA,No,ALQ,426.0,BLQ,252.0,850.0,1528.0,GasA,Ex,Y,SBrkr,1225,908,0.0,2133,1.0,0.0,1.0,1.0,4.0,1.0,TA,8.0,Typ,2.0,TA,Attchd,1941.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,86.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,WD,Normal,194700.0
1596,1597.0,90.0,RL,78.0,15600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6.0,1950.0,1991.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,TA,Gd,CBlock,TA,TA,No,ALQ,xksax375.0,Unf,0.0,657.0,xksax1032.0,GasA,Ex,Y,SBrkr,1102,1075,0.0,2177,0.0,0.0,2.0,1.0,5.0,2.0,TA,11.0,Typ,0.0,,Detchd,1950.0,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,213700.0
1597,1598.0,80.0,RL,85.0,19645,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6.0,1994.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,0.0,1652,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,198400.0
1598,1599.0,120.0,RM,35.0,3907,Pave,,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6.0,1989.0,1989.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,Unf,0.0,235.0,xksax982.0,GasA,Gd,Y,SBrkr,1034,0,0.0,xksax1034,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,1.0,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,138700.0
1599,1600.0,120.0,RM,35.0,3907,Pave,,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5.0,1989.0,1989.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,GasA,Gd,Y,SBrkr,1191,0,0.0,1191,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1989.0,Unf,2.0,531.0,TA,TA,Y,112.0,81.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,150800.0
1600,1601.0,30.0,RM,58.0,8154,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5.0,1941.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,480.0,Unf,0.0,0.0,xksax480.0,GasA,TA,Y,SBrkr,540,0,0.0,540,0.0,0.0,1.0,0.0,1.0,1.0,TA,4.0,Typ,0.0,,Detchd,1951.0,Unf,1.0,200.0,Fa,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,ConLw,Normal,147000.0
1601,1602.0,50.0,RM,50.0,9140,Pave,,Reg,HLS,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5.0,1921.0,1975.0,Gable,CompShg,4874,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,BLQ,308.0,Unf,0.0,321.0,629.0,GasA,Fa,Y,SBrkr,727,380,0.0,1107,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1950.0,Unf,1.0,xksax625.0,TA,TA,Y,0.0,56.0,0.0,0.0,200.0,0.0,,MnPrv,,0.0,4.0,2010.0,COD,Normal,162200.0
1602,1603.0,30.0,C (all),66.0,xksax8712,Grvl,,Reg,Lvl,4301,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7.0,1896.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0.0,952,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0.0,0.0,265.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Alloca,176900.0
1603,1604.0,120.0,RM,44.0,3811,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5.0,2004.0,2005.0,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0.0,1646,1.0,1.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128.0,53.0,0.0,0.0,155.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,152800.0
1604,1605.0,60.0,RL,85.0,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5.0,1998.0,1999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0.0,1916,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,180400.0
1605,1606.0,80.0,RL,74.0,9620,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,679.0,Unf,0.0,564.0,xksax1243.0,GasA,TA,Y,SBrkr,1285,0,0.0,1285,0.0,1.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,375.0,26.0,0.0,0.0,0.0,0.0,,GdPrv,Shed,80.0,5.0,2010.0,WD,Normal,177600.0
1606,1607.0,90.0,RL,,12760,Pave,7245,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,6629,6,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,xksax0.0,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,0.0,2048,0.0,0.0,3.0,0.0,5.0,2.0,TA,9.0,Typ,0.0,,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,ConLD,Normal,208100.0
1607,1608.0,20.0,RL,xksax88.0,11896,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0.0,1346,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,182000.0
1608,1609.0,20.0,RL,73.0,9803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5.0,2009.0,2010.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1214.0,xksax1214.0,GasA,Ex,Y,SBrkr,1214,0,0.0,1214,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2010.0,New,Partial,160200.0
1609,1610.0,60.0,RL,73.0,9802,Pave,,5999,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5.0,2006.0,2007.0,Gable,CompShg,2592,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,744,xksax700,0.0,1444,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,176800.0
1610,1611.0,20.0,8287,85.0,15300,1225,,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1965.0,1977.0,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,xksax42.0,Unf,0.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264,0,0.0,1264,1.0,0.0,1.0,0.0,2.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,176600.0
1611,1612.0,20.0,RL,93.0,10114,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,2004.0,2005.0,Gable,CompShg,4084,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,xksax1430,0,0.0,1430,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,176300.0
1612,1613.0,20.0,RL,,11875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,xksax0.0,Unf,0.0,1344.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0.0,xksax1344,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,2001.0,Unf,2.0,686.0,TA,TA,Y,328.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,183100.0
1613,1614.0,120.0,RM,31.0,2394,Pave,,Reg,Low,AllPub,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5,6.0,1973.0,1973.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,915.0,Unf,0.0,30.0,945.0,GasA,Ex,Y,SBrkr,945,0,0.0,945,1.0,1.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1973.0,RFn,1.0,253.0,TA,TA,Y,174.0,0.0,56.0,0.0,108.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,150100.0
1614,1615.0,160.0,RM,21.0,1476,Pave,5412,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7.0,1970.0,1970.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0.0,1092,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,Y,200.0,26.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,159300.0
1615,1616.0,160.0,6595,21.0,1900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4.0,1970.0,1970.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Ex,Y,SBrkr,546,546,0.0,1092,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,xksax0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,163500.0
